Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
23.93,71.0,0.0,0.0,19.97,29.53,25.4,82.59,50.55,69.54,33.89,267.68,0.0,62.83,626.12,0.0
22.77,75.88,0.0,0.0,21.24,30.93,23.73,81.47,46.57,78.32,101.06,264.85,0.0,358.82,650.95,0.0
21.71,75.75,0.0,0.0,23.26,32.34,24.54,77.14,41.24,73.8,129.52,233.78,0.0,572.28,711.65,0.0
20.93,73.75,0.0,0.0,24.81,31.84,24.9,75.37,42.07,73.76,174.96,161.26,0.0,599.64,699.98,0.0
20.32,76.12,0.0,0.0,26.68,32.4,22.46,63.92,41.27,90.22,221.01,118.68,0.0,621.04,726.61,0.0
19.79,80.5,0.0,0.0,28.55,31.77,22.62,52.83,43.41,95.54,261.75,99.63,0.0,641.16,580.12,0.0
19.79,83.88,33.38,61.88,29.79,29.74,22.5,49.65,50.17,100.0,272.81,57.92,30.79,638.12,308.37,4.43
21.09,82.5,99.81,354.38,31.0,27.91,25.38,46.34,55.93,83.95,266.15,6.62,130.38,654.13,22.14,38.97
23.05,78.5,127.31,562.5,32.03,27.94,26.89,42.18,57.2,79.18,228.89,0.0,237.49,696.76,0.0,89.51
25.05,73.88,178.56,612.0,31.96,26.77,27.83,41.73,64.77,81.29,162.63,0.0,300.22,705.93,0.0,113.09
26.93,62.62,225.69,634.19,32.14,26.43,30.1,42.07,65.8,75.75,116.53,0.0,379.05,713.46,0.0,193.86
28.6,52.62,262.81,643.75,31.48,24.58,30.98,44.33,73.61,74.28,97.69,0.0,407.86,568.81,0.0,121.24
30.01,48.75,277.94,650.12,29.89,24.91,30.55,49.65,72.15,77.72,58.56,0.0,336.11,311.75,0.0,165.91
31.06,46.12,267.44,657.31,28.23,23.9,31.71,54.71,77.35,72.01,6.78,0.0,226.44,22.66,0.0,23.1
31.77,43.12,224.0,681.88,27.68,24.23,31.78,58.29,75.52,65.31,0.0,0.0,172.93,0.0,0.0,13.04
32.06,41.38,164.0,711.88,26.73,24.31,29.68,64.95,77.13,63.61,0.0,0.0,259.44,0.0,0.0,90.21
31.91,42.88,114.38,700.31,26.18,23.1,30.07,67.03,86.42,55.5,0.0,0.0,219.86,0.0,0.0,287.89
31.24,45.25,95.75,557.5,24.91,23.11,32.41,71.93,92.4,46.88,0.0,0.0,141.01,0.0,0.0,523.94
30.02,49.12,59.19,315.12,24.67,23.15,30.93,73.45,97.96,53.66,0.0,32.37,71.16,0.0,4.65,275.4
28.5,53.5,6.94,23.19,23.99,24.81,31.2,76.87,87.72,50.54,0.0,125.41,10.99,0.0,37.49,21.85
27.46,59.38,0.0,0.0,24.07,26.46,28.59,76.39,81.78,61.53,0.0,230.59,0.0,0.0,86.91,0.0
26.7,65.12,0.0,0.0,24.02,27.86,29.0,78.82,81.15,60.81,0.0,300.77,0.0,0.0,113.29,0.0
25.96,68.25,0.0,0.0,23.42,29.8,26.55,84.52,77.43,70.69,0.0,371.31,0.0,0.0,189.9,0.0
25.2,70.25,0.0,0.0,23.36,30.86,25.89,90.82,74.89,67.85,0.0,404.62,0.0,0.0,120.27,0.0
24.46,74.75,0.0,0.0,23.47,31.22,24.6,95.79,74.3,68.7,33.15,354.06,0.0,4.77,174.76,0.0
24.07,76.38,0.0,0.0,24.52,31.89,24.12,89.61,71.13,72.8,122.93,229.34,0.0,36.74,23.39,0.0
23.94,77.25,0.0,0.0,26.25,31.52,23.15,83.08,66.59,78.04,227.14,169.77,0.0,85.61,12.8,0.0
23.77,80.5,0.0,0.0,27.87,30.38,24.45,81.07,60.74,72.09,301.04,273.69,0.0,113.4,95.16,0.0
23.7,82.62,0.0,0.0,29.65,30.77,21.78,78.28,53.0,86.68,367.43,231.93,0.0,187.92,303.7,0.0
23.57,89.25,0.0,0.0,30.81,32.02,21.81,75.2,48.25,83.4,403.0,137.31,0.0,119.79,510.22,0.0
23.75,93.62,33.94,4.88,31.56,31.17,22.18,72.59,52.77,78.5,363.03,72.42,32.55,179.19,280.29,55.25
24.27,91.5,120.44,36.0,31.97,30.87,22.84,70.69,51.77,77.21,230.8,10.74,107.83,23.54,21.36,231.81
26.06,84.38,223.69,84.31,31.38,29.1,25.55,67.24,59.45,65.84,168.2,0.0,236.45,12.68,0.0,137.63
27.88,81.0,301.31,113.5,30.72,28.82,25.54,59.31,61.66,65.07,280.81,0.0,290.49,97.64,0.0,130.1
29.52,79.12,363.56,185.94,31.11,27.14,26.8,51.75,67.97,57.12,237.97,0.0,350.51,311.6,0.0,137.0
30.76,75.5,401.38,119.31,31.83,26.3,28.02,48.93,65.99,51.79,135.47,0.0,389.49,503.36,0.0,254.67
31.85,70.88,372.0,183.62,31.29,25.16,29.01,52.33,66.16,48.59,73.06,0.0,377.82,282.74,0.0,225.93
32.05,70.25,232.25,23.69,30.71,24.44,30.0,52.39,71.21,43.33,10.62,0.0,301.3,21.12,0.0,513.95
31.27,67.88,166.62,12.56,29.35,23.51,31.31,58.42,76.15,38.63,0.0,0.0,300.78,0.0,0.0,509.44
31.02,57.88,287.94,100.12,28.72,23.76,31.42,62.08,76.05,39.55,0.0,0.0,313.23,0.0,0.0,198.94
31.41,50.5,244.0,319.5,27.43,22.2,30.96,66.61,84.21,40.59,0.0,0.0,216.96,0.0,0.0,322.52
31.66,49.62,133.62,496.5,26.51,22.02,30.28,65.05,82.2,43.82,0.0,0.0,126.11,0.0,0.0,334.2
31.39,51.88,73.69,285.19,25.44,22.24,29.52,64.89,78.19,47.31,0.0,32.68,62.58,0.0,55.47,264.58
30.57,53.0,10.5,20.88,24.6,23.19,28.39,70.41,75.35,52.6,0.0,110.7,8.4,0.0,237.97,20.26
29.57,57.38,0.0,0.0,23.69,25.24,28.45,75.2,67.36,54.55,0.0,231.44,0.0,0.0,134.72,0.0
28.64,62.5,0.0,0.0,23.42,25.89,26.9,78.02,63.53,61.79,0.0,298.06,0.0,0.0,133.49,0.0
27.68,65.25,0.0,0.0,22.41,27.04,25.12,82.98,56.19,69.06,0.0,356.66,0.0,0.0,139.41,0.0
26.68,64.12,0.0,0.0,22.12,28.29,25.35,81.6,50.84,64.69,0.0,397.24,0.0,0.0,259.74,0.0
25.68,63.62,0.0,0.0,22.27,29.28,22.24,78.04,47.67,77.23,32.74,385.56,0.0,55.58,230.56,0.0
24.74,69.62,0.0,0.0,23.37,30.28,21.75,74.43,42.47,78.94,112.13,307.74,0.0,241.04,524.95,0.0
23.84,74.25,0.0,0.0,25.08,31.47,22.03,68.12,38.19,74.83,228.94,304.36,0.0,133.27,515.5,0.0
23.12,80.0,0.0,0.0,26.06,31.66,21.65,62.77,38.9,74.19,301.84,318.74,0.0,135.19,202.44,0.0
22.59,81.75,0.0,0.0,27.16,31.37,20.12,55.72,39.48,79.94,359.74,223.57,0.0,140.61,332.35,0.0
22.21,81.0,0.0,0.0,28.43,30.86,20.74,50.36,42.16,75.23,401.12,131.75,0.0,262.27,349.13,0.0
22.29,77.88,32.81,55.69,29.42,30.06,20.91,47.21,45.59,75.48,389.44,65.23,27.64,232.87,275.79,88.53
23.52,73.5,113.56,244.12,30.43,28.94,21.33,42.05,50.67,75.51,310.97,8.76,76.06,530.44,21.13,446.81
24.95,68.88,226.44,131.81,31.55,28.35,23.59,37.97,54.96,65.48,306.15,0.0,110.73,518.53,0.0,632.72
26.21,62.0,305.62,136.88,31.78,26.98,26.42,38.57,61.45,52.57,321.5,0.0,149.71,204.19,0.0,753.23
27.26,55.25,362.81,141.81,31.57,25.5,26.64,38.93,67.28,51.86,226.88,0.0,155.42,337.27,0.0,691.29
28.54,49.88,405.0,264.81,31.14,24.99,29.34,41.33,66.47,44.51,134.56,0.0,193.96,356.59,0.0,750.31
29.54,46.75,393.31,235.19,30.34,22.87,31.89,44.74,74.05,38.36,66.55,0.0,223.42,281.4,0.0,809.85
30.55,41.62,314.19,535.94,29.21,22.11,31.49,49.71,77.03,39.91,8.94,0.0,186.73,21.57,0.0,735.11
31.62,37.75,307.94,521.56,28.3,21.77,32.77,55.17,76.23,37.29,0.0,0.0,167.17,0.0,0.0,772.19
31.88,38.25,324.25,205.94,27.02,21.26,34.29,61.29,76.41,34.47,0.0,0.0,145.71,0.0,0.0,835.09
31.74,38.38,230.19,342.19,25.69,20.26,32.83,66.39,79.16,39.13,0.0,0.0,111.44,0.0,0.0,693.74
31.39,40.5,137.38,364.06,24.81,20.33,32.96,67.36,77.56,38.2,0.0,0.0,97.41,0.0,0.0,595.01
30.57,43.88,67.88,287.0,23.18,20.43,29.94,72.47,78.24,46.31,0.0,26.76,53.36,0.0,85.7,293.31
29.45,48.75,9.12,22.0,22.29,21.34,30.75,76.07,75.44,41.62,0.0,76.13,7.04,0.0,447.18,25.61
28.25,55.38,0.0,0.0,21.65,23.5,27.85,76.92,65.93,55.54,0.0,109.99,0.0,0.0,628.48,0.0
27.05,61.12,0.0,0.0,21.06,25.98,26.31,77.51,54.35,64.45,0.0,145.26,0.0,0.0,730.84,0.0
25.85,65.5,0.0,0.0,20.33,27.16,26.98,78.77,50.06,60.97,0.0,161.71,0.0,0.0,719.27,0.0
24.65,68.25,0.0,0.0,20.12,29.4,26.43,78.72,44.32,62.48,0.0,194.83,0.0,0.0,753.65,0.0
23.45,70.88,0.0,0.0,20.19,31.42,25.0,79.62,39.74,71.05,26.32,216.4,0.0,84.29,784.39,0.0
22.44,75.12,0.0,0.0,21.34,31.81,23.67,75.41,39.02,77.17,76.16,191.33,0.0,447.37,753.25,0.0
21.54,77.62,0.0,0.0,23.45,32.83,24.04,66.15,37.15,74.69,109.62,167.84,0.0,626.37,775.25,0.0
20.89,78.62,0.0,0.0,25.76,33.7,24.33,55.23,36.04,75.28,143.04,140.08,0.0,719.64,802.8,0.0
20.39,78.38,0.0,0.0,27.43,32.92,23.67,49.15,38.88,79.26,164.85,112.19,0.0,733.26,698.4,0.0
19.95,79.88,0.0,0.0,29.43,32.6,23.25,44.22,39.23,80.47,195.26,95.05,0.0,755.33,580.6,0.0
19.99,81.0,25.88,82.88,31.18,30.5,21.8,40.43,44.6,92.84,212.89,55.68,26.76,771.67,306.06,42.4
21.35,75.38,76.19,447.56,31.98,30.1,22.8,38.57,43.75,89.13,193.64,6.74,92.4,762.31,24.53,247.35
23.41,66.38,109.25,624.25,32.86,28.07,25.36,37.07,54.71,77.85,168.17,0.0,147.67,776.78,0.0,438.07
25.57,56.12,140.81,708.44,33.41,26.84,27.48,36.83,62.17,73.08,137.26,0.0,208.37,786.65,0.0,469.41
27.65,48.25,168.0,747.25,32.97,26.7,29.34,38.75,62.23,65.09,112.57,0.0,252.02,700.73,0.0,499.2
29.46,44.12,195.69,757.0,32.42,25.97,32.33,39.74,64.68,53.83,93.87,0.0,335.16,573.4,0.0,520.15
30.98,41.12,209.38,758.94,30.78,24.81,32.48,43.74,72.02,55.89,56.84,0.0,283.12,312.43,0.0,560.37
32.12,38.12,195.94,771.38,29.78,23.84,33.57,44.82,76.27,50.35,6.59,0.0,308.45,23.98,0.0,483.0
32.88,37.0,168.5,778.31,28.18,23.79,34.6,54.3,76.09,46.09,0.0,0.0,344.93,0.0,0.0,369.72
33.16,37.62,134.44,770.5,27.11,23.75,34.39,61.02,78.7,47.49,0.0,0.0,317.99,0.0,0.0,259.01
33.01,38.62,112.94,703.06,26.56,23.28,34.47,62.87,81.63,44.71,0.0,0.0,220.2,0.0,0.0,330.82
32.27,40.25,92.69,566.19,25.74,22.95,33.58,65.78,82.23,45.42,0.0,0.0,135.07,0.0,0.0,310.59
31.02,42.88,58.0,318.81,24.72,22.31,32.54,72.51,89.67,49.22,0.0,27.82,61.45,0.0,44.07,210.1
29.5,45.88,6.44,23.44,23.92,23.43,30.62,75.83,85.44,57.35,0.0,96.98,4.95,0.0,259.61,15.11
28.27,53.88,0.0,0.0,23.66,25.7,30.31,76.8,76.05,61.6,0.0,151.43,0.0,0.0,449.22,0.0
27.34,59.88,0.0,0.0,23.46,27.78,30.08,80.41,71.6,63.55,0.0,212.96,0.0,0.0,479.76,0.0
26.44,63.5,0.0,0.0,23.08,29.68,28.47,82.81,63.61,71.18,0.0,258.35,0.0,0.0,511.76,0.0
25.54,66.88,0.0,0.0,22.81,31.97,28.48,83.12,55.29,71.18,0.0,326.95,0.0,0.0,507.42,0.0
24.64,73.0,0.0,0.0,22.57,32.79,27.95,88.08,54.7,71.77,28.35,289.75,0.0,44.91,573.49,0.0
23.99,75.38,0.0,0.0,23.75,33.88,26.09,83.59,49.3,82.48,99.27,315.48,0.0,265.75,494.0,0.0
23.55,77.5,0.0,0.0,25.86,34.71,26.79,75.15,45.74,78.51,153.31,347.69,0.0,454.8,372.67,0.0
23.21,82.12,0.0,0.0,27.92,34.67,25.65,70.86,46.55,84.1,215.26,324.78,0.0,484.94,264.53,0.0
22.91,84.0,0.0,0.0,29.85,34.56,26.09,62.86,44.42,78.85,261.52,221.7,0.0,518.03,333.06,0.0
22.68,84.0,0.0,0.0,31.79,33.77,25.45,56.02,44.84,82.89,322.85,136.91,0.0,501.06,314.83,0.0
22.79,86.5,28.88,45.75,32.95,32.7,24.18,54.1,48.67,93.06,293.06,62.16,26.37,580.06,212.55,20.75
24.02,81.75,101.56,271.88,34.03,31.08,26.12,48.78,55.55,84.02,318.99,5.13,114.52,499.5,15.65,148.29
26.01,74.25,155.19,460.38,34.76,30.38,28.44,45.56,61.3,71.87,349.06,0.0,201.61,374.14,0.0,309.1
28.05,70.12,217.56,490.12,34.82,29.83,29.64,46.09,64.71,67.04,328.17,0.0,275.37,267.3,0.0,319.59
29.99,62.12,264.69,524.31,34.61,28.64,30.26,44.27,70.34,64.53,222.44,0.0,266.56,334.19,0.0,427.72
31.64,56.75,318.75,494.69,33.86,28.2,32.1,44.54,72.65,57.73,137.83,0.0,280.06,316.94,0.0,490.55
33.08,53.5,296.38,586.62,32.78,27.51,33.54,48.39,74.2,53.63,62.52,0.0,284.66,213.78,0.0,495.7
34.16,48.25,322.5,505.0,31.32,26.3,35.63,54.65,81.3,46.95,5.22,0.0,326.35,15.92,0.0,489.22
34.81,45.38,350.44,375.62,30.41,26.35,35.12,61.15,81.2,51.7,0.0,0.0,267.47,0.0,0.0,462.64
34.94,45.62,331.56,270.06,29.71,25.58,36.1,65.3,84.55,49.54,0.0,0.0,264.14,0.0,0.0,410.44
34.65,44.12,223.19,335.31,28.73,25.64,36.3,69.92,81.62,49.48,0.0,0.0,247.23,0.0,0.0,243.84
33.94,44.25,138.75,319.06,28.06,25.21,36.19,73.38,84.38,49.59,0.0,0.0,153.11,0.0,0.0,260.7
32.85,48.12,62.88,215.0,27.29,24.62,33.22,75.41,90.34,60.14,0.0,27.25,68.83,0.0,21.43,97.37
31.52,53.75,5.31,16.19,26.4,26.05,32.98,80.71,84.45,61.14,0.0,113.95,7.08,0.0,147.55,7.33
30.44,61.0,0.0,0.0,26.12,28.05,31.87,82.54,73.99,69.12,0.0,196.27,0.0,0.0,300.93,0.0
29.6,65.88,0.0,0.0,25.54,29.52,30.92,84.78,67.64,75.22,0.0,272.97,0.0,0.0,316.79,0.0
28.8,69.5,0.0,0.0,25.41,30.74,30.98,83.0,62.46,72.26,0.0,276.41,0.0,0.0,443.52,0.0
27.94,74.12,0.0,0.0,25.08,32.51,30.42,85.13,56.11,70.25,0.0,288.87,0.0,0.0,506.0,0.0
27.1,76.62,0.0,0.0,24.83,33.98,28.86,88.98,52.07,78.69,27.68,294.08,0.0,21.78,512.1,0.0
26.49,80.12,0.0,0.0,26.01,35.51,26.39,84.67,47.35,93.33,113.67,323.68,0.0,147.18,485.2,0.0
25.93,83.88,0.0,0.0,27.86,35.62,26.55,75.06,49.97,87.95,193.61,277.77,0.0,296.84,480.45,0.0
25.51,85.0,0.0,0.0,29.45,36.26,25.86,67.95,48.96,88.22,271.76,267.38,0.0,315.4,415.47,0.0
25.21,84.38,0.0,0.0,30.98,36.24,27.08,61.42,49.68,78.67,281.33,246.24,0.0,451.41,242.86,0.0
24.98,85.88,0.0,0.0,32.72,35.83,26.22,55.31,50.92,86.73,293.28,149.4,0.0,513.72,254.38,0.0
25.02,87.62,28.12,22.12,34.19,33.89,26.13,51.28,57.51,88.41,298.79,72.47,26.53,520.3,102.53,71.2
25.98,84.88,113.38,146.81,35.45,33.14,27.9,47.55,60.44,79.5,322.34,7.17,94.45,483.2,7.41,395.65
27.69,76.12,190.94,292.75,35.87,32.03,29.5,49.11,68.37,73.67,282.91,0.0,151.49,489.35,0.0,531.26
29.4,68.25,270.56,314.0,36.35,31.09,30.21,48.67,74.36,73.34,269.0,0.0,175.47,417.98,0.0,589.38
31.19,60.38,286.25,459.31,36.21,30.61,32.45,49.78,74.25,60.6,245.75,0.0,227.06,242.37,0.0,641.42
32.9,54.5,297.69,521.44,35.65,29.86,32.54,51.58,73.32,59.62,147.55,0.0,251.41,251.22,0.0,572.6
34.38,50.5,303.5,528.5,34.22,28.61,33.73,56.19,80.16,55.77,74.3,0.0,272.1,105.11,0.0,550.45
35.4,47.75,321.0,481.19,33.22,26.97,35.97,60.1,89.79,46.28,7.21,0.0,273.27,7.46,0.0,612.19
36.08,48.25,288.06,498.25,32.1,26.63,37.62,68.0,87.48,39.82,0.0,0.0,277.25,0.0,0.0,642.51
36.42,48.38,270.62,420.5,31.17,26.01,35.4,73.93,87.3,46.56,0.0,0.0,192.32,0.0,0.0,525.81
36.19,49.88,245.25,241.88,30.43,26.39,37.88,75.25,82.96,38.82,0.0,0.0,169.76,0.0,0.0,605.04
35.5,52.25,145.69,248.06,29.58,25.84,34.96,74.85,89.24,48.18,0.0,0.0,102.51,0.0,0.0,411.16
34.51,54.88,76.12,107.69,28.49,25.85,35.79,80.89,90.26,44.86,0.0,26.01,57.77,0.0,69.82,298.86
33.29,59.75,7.25,7.5,27.25,27.28,33.89,88.02,83.38,50.89,0.0,90.6,4.47,0.0,379.51,21.27
32.17,67.62,0.0,0.0,26.67,28.94,32.13,87.24,76.84,60.03,0.0,145.93,0.0,0.0,511.78,0.0
31.24,73.5,0.0,0.0,26.09,30.22,30.85,86.84,73.3,65.32,0.0,175.58,0.0,0.0,589.75,0.0
30.27,76.25,0.0,0.0,26.05,32.2,31.29,85.1,61.74,60.66,0.0,223.09,0.0,0.0,630.21,0.0
29.34,76.38,0.0,0.0,25.64,33.06,30.9,90.49,57.56,58.31,0.0,261.48,0.0,0.0,595.55,0.0
28.38,81.62,0.0,0.0,25.71,34.31,29.84,91.19,53.63,59.54,25.76,284.4,0.0,69.13,575.32,0.0
27.5,86.25,0.0,0.0,26.97,35.88,28.07,85.31,46.58,68.9,88.68,271.54,0.0,371.45,608.32,0.0
26.7,87.0,0.0,0.0,28.67,36.99,28.51,78.42,41.78,68.11,143.16,265.82,0.0,502.05,616.0,0.0
26.15,86.38,0.0,0.0,30.23,36.09,27.8,73.27,44.47,69.35,175.63,202.85,0.0,589.93,554.6,0.0
25.75,87.25,0.0,0.0,32.07,37.26,28.27,62.31,40.72,62.34,221.1,162.82,0.0,624.61,580.3,0.0
25.48,91.75,0.0,0.0,33.32,35.58,26.47,56.53,46.22,71.87,266.52,107.5,0.0,607.02,431.21,0.0
25.59,92.12,25.5,68.44,34.6,35.49,25.41,52.57,45.87,78.54,290.54,56.57,4.98,587.76,292.68,0.0
26.7,87.25,86.75,363.38,35.84,33.94,27.16,46.73,50.7,70.3,270.68,4.48,36.76,606.38,21.36,0.0
28.43,80.0,140.38,492.31,36.68,32.58,26.58,42.77,58.2,75.6,260.1,0.0,135.68,602.75,0.0,12.78
30.23,73.25,175.69,590.12,36.43,31.52,27.15,43.43,62.47,75.91,208.12,0.0,247.26,568.99,0.0,60.87
31.96,62.88,219.12,619.0,36.95,31.3,28.76,41.67,60.64,68.3,159.35,0.0,253.03,567.93,0.0,54.2
33.54,55.5,271.56,618.5,35.89,30.66,30.67,45.23,59.34,66.61,110.0,0.0,158.29,441.23,0.0,31.02
34.85,51.5,296.69,600.19,35.34,29.72,31.07,46.37,60.08,62.55,55.98,0.0,378.05,289.59,0.0,208.33
35.8,46.88,269.81,604.44,33.97,28.45,33.38,50.6,67.14,48.61,4.49,0.0,379.17,21.4,0.0,615.23
36.41,43.75,254.38,589.5,32.81,28.22,32.85,57.29,69.61,50.68,0.0,0.0,263.54,0.0,0.0,630.29
36.73,42.38,213.38,583.38,31.85,27.57,34.99,61.04,70.55,49.71,0.0,0.0,334.26,0.0,0.0,197.41
36.68,42.62,155.88,555.56,31.3,27.59,34.31,60.63,65.73,59.39,0.0,0.0,246.86,0.0,0.0,76.04
36.16,44.25,112.5,451.25,30.54,26.54,33.73,59.86,71.49,63.51,0.0,0.0,153.77,0.0,0.0,91.85
35.21,46.88,55.38,286.5,29.65,26.01,32.61,60.35,75.46,68.55,0.0,5.21,60.41,0.0,0.0,207.7
33.99,50.5,4.5,21.44,28.64,26.94,33.66,66.26,71.46,62.25,0.0,36.19,5.54,0.0,0.0,19.49
33.0,56.38,0.0,0.0,28.07,26.95,32.57,70.37,73.68,66.47,0.0,139.53,0.0,0.0,13.14,0.0
32.14,59.62,0.0,0.0,27.45,27.84,30.58,71.15,72.51,75.82,0.0,260.73,0.0,0.0,64.19,0.0
31.3,60.62,0.0,0.0,27.24,29.27,29.63,67.42,65.96,77.78,0.0,263.07,0.0,0.0,56.35,0.0
30.44,60.38,0.0,0.0,26.58,30.3,29.04,71.31,68.5,75.04,0.0,154.27,0.0,0.0,30.23,0.0
29.6,60.62,0.0,0.0,26.3,30.77,27.6,73.92,63.97,76.87,5.32,370.22,0.0,0.0,204.01,0.0
28.8,65.38,0.0,0.0,26.83,32.68,26.71,72.04,51.3,75.62,35.9,361.96,0.0,0.0,587.31,0.0
27.94,71.12,0.0,0.0,27.14,33.26,25.39,72.71,49.28,76.18,141.46,271.74,0.0,13.32,649.89,0.0
27.35,71.75,0.0,0.0,28.19,34.65,24.1,70.82,50.98,81.22,267.46,326.51,0.0,65.84,192.83,0.0
26.95,69.12,0.0,0.0,29.53,34.2,22.21,64.79,59.89,88.71,268.1,244.87,0.0,57.42,75.42,0.0
26.61,71.12,0.0,0.0,30.11,33.72,23.87,69.44,63.56,77.61,152.26,153.63,0.0,29.83,91.77,0.0
26.56,72.38,5.44,0.0,30.62,32.96,21.42,64.67,66.9,98.51,366.3,62.01,24.46,201.85,213.22,41.0
26.73,72.62,35.62,0.0,32.33,33.08,24.33,52.65,65.07,82.47,353.36,5.33,103.83,573.34,18.75,284.78
27.3,71.75,143.38,13.5,33.46,32.02,24.26,48.58,69.3,86.15,275.84,0.0,142.05,659.7,0.0,429.16
28.48,69.12,274.19,67.5,34.48,30.46,26.54,51.61,76.47,76.59,322.63,0.0,212.29,190.54,0.0,463.63
29.75,63.62,273.12,58.5,34.14,29.41,27.81,60.13,79.01,65.36,243.87,0.0,243.08,75.12,0.0,483.73
29.95,70.38,150.25,29.44,33.72,28.53,30.46,63.59,78.02,51.59,153.57,0.0,304.97,91.73,0.0,537.62
30.49,65.38,362.38,199.69,33.14,27.24,31.47,66.07,78.94,48.2,62.82,0.0,314.26,215.99,0.0,532.33
32.03,54.0,344.75,559.38,32.79,26.24,31.2,66.47,78.31,47.98,5.23,0.0,336.0,18.37,0.0,402.05
33.64,47.88,279.94,669.5,31.74,24.98,31.68,70.71,78.59,45.66,0.0,0.0,353.34,0.0,0.0,281.92
34.33,52.25,318.75,188.25,30.4,23.91,33.54,76.8,82.36,40.07,0.0,0.0,359.25,0.0,0.0,256.93
34.09,60.38,242.88,74.81,29.3,22.68,31.96,79.63,85.92,43.79,0.0,0.0,245.68,0.0,0.0,209.89
33.71,63.62,153.5,91.69,28.27,23.21,30.31,79.51,81.68,46.94,0.0,0.0,151.69,0.0,0.0,111.38
33.29,65.25,63.62,218.75,27.06,21.99,29.65,79.97,94.82,48.11,0.0,25.54,63.63,0.0,42.81,46.14
32.54,67.88,5.12,18.0,26.01,23.89,30.28,79.66,85.23,43.65,0.0,100.76,5.21,0.0,276.36,3.66
31.51,72.12,0.0,0.0,24.77,24.74,27.03,79.8,83.38,52.4,0.0,147.27,0.0,0.0,444.96,0.0
30.35,77.12,0.0,0.0,23.81,26.76,26.12,82.93,75.42,54.56,0.0,215.74,0.0,0.0,471.16,0.0
29.21,80.25,0.0,0.0,22.92,28.19,24.86,84.52,63.68,57.66,0.0,250.04,0.0,0.0,497.59,0.0
28.05,81.0,0.0,0.0,22.87,30.21,25.58,83.72,52.54,52.17,0.0,299.7,0.0,0.0,528.34,0.0
26.91,81.0,0.0,0.0,22.28,31.29,23.51,92.97,48.85,57.33,26.08,310.26,0.0,43.71,525.54,0.0
25.81,81.0,0.0,0.0,23.67,31.59,22.97,86.62,46.74,59.47,99.23,345.69,0.0,272.15,413.65,0.0
24.59,81.0,0.0,0.0,24.98,32.05,21.74,82.0,44.52,64.74,149.89,363.14,0.0,452.85,289.74,0.0
23.73,83.5,0.0,0.0,26.87,32.97,20.56,74.83,41.85,70.68,217.47,345.75,0.0,474.92,247.28,0.0
23.12,83.12,0.0,0.0,28.38,32.03,19.66,62.84,43.58,76.24,253.52,246.84,0.0,504.51,210.89,0.0
22.59,85.75,0.0,0.0,30.09,30.85,20.43,53.02,45.28,71.61,297.07,157.94,0.0,523.7,115.97,0.0
22.52,91.12,26.62,44.62,31.2,29.99,19.27,49.18,47.0,76.89,308.25,65.25,21.67,522.14,47.32,47.71
23.48,88.0,97.69,267.94,31.78,29.69,21.08,46.12,45.64,70.71,350.53,5.01,97.86,419.45,3.52,274.69
25.19,80.62,152.5,460.75,32.23,27.47,21.21,43.95,50.83,76.75,368.04,0.0,149.9,293.65,0.0,346.03
26.96,74.25,219.19,478.69,32.68,26.39,24.03,42.73,53.53,67.93,339.0,0.0,233.26,242.45,0.0,419.17
28.54,62.0,257.0,511.44,32.06,25.17,27.25,43.48,56.45,52.74,247.42,0.0,342.78,211.38,0.0,437.49
29.98,53.5,294.44,519.06,31.11,24.89,26.51,44.45,55.03,56.78,161.07,0.0,318.98,118.27,0.0,391.02
31.12,49.5,306.25,518.75,30.16,23.24,30.06,46.44,58.48,45.18,66.07,0.0,425.3,47.91,0.0,400.58
31.94,45.5,355.38,425.25,29.4,22.5,30.0,46.63,61.61,48.54,4.91,0.0,407.03,3.45,0.0,359.28
32.39,43.38,372.94,297.56,27.7,21.48,30.9,50.04,65.99,47.44,0.0,0.0,340.82,0.0,0.0,452.75
32.44,43.62,332.25,237.62,26.53,20.57,31.38,53.01,70.59,46.22,0.0,0.0,286.92,0.0,0.0,467.15
32.09,43.38,248.0,211.88,25.32,19.88,30.57,55.85,75.06,48.87,0.0,0.0,162.79,0.0,0.0,543.44
31.34,43.62,164.19,120.56,24.55,20.05,30.22,56.45,73.62,50.73,0.0,0.0,102.98,0.0,0.0,494.19
30.31,45.88,66.88,48.5,23.11,19.47,28.04,59.05,75.82,60.36,0.0,21.99,58.3,0.0,48.42,237.16
29.15,47.62,4.81,3.38,22.26,20.88,27.22,62.68,71.73,62.24,0.0,96.53,5.19,0.0,270.94,17.84
27.89,49.25,0.0,0.0,21.35,21.88,25.74,66.62,73.44,68.49,0.0,157.73,0.0,0.0,364.11,0.0
